Scientific name,Synonym,Common Name,Family,Native/Introduced,Status/IUCN,COI,Key Features,Description,Body Size,Ecology ,Distribution,Habitat Traits,       Other information,Citation,Picture Reference
Ostorhinchus neotes,Not Available,Mini  Cardinalfish,Apogonidae,Native,Least Concern (LC),GBGCA6254-15 - Ostorhinchus neotes [COI-5P:1548],"Dorsal spines (total): 7; Dorsal soft rays (total): 9; Anal spines: 2; Anal soft rays: 8; Vertebrae: 24. Semi-transparent in life with black sub-dermal midlateral stripe and black, pupil-sized spot at the base of the caudal fin","A small semi-transparent cardinalfish with a black internal stripe from behind the eye to the caudal peduncle followed by a large black spot at the base of tail, black internal pigment on the abdomen, a white stripe from below the eye across the abdomen, and black pigment along the bases of the dorsal and anal fins.",Up to 2.7 cm,Mouthbrooders. Distinct pairing during courtship and spawning.  Forms small schools.,"Western Pacific: Indonesia, Papua New Guinea to the Philippines, Palau and east to Solomon Islands.","Inhabits lagoons and outer reefs in relatively clear water; usually with soft corals or gorgonian fans. Marine; reef-associated; depth range 3 - 25 m, usually 15 - 20 m. Tropical",Not Available,"Bray, D.J. 2020, Ostorhinchus neotes in Fishes of Australia, accessed 20 Jun 2024, https://fishesofaustralia.net.au/home/species/1626
https://fishbase.mnhn.fr/summary/Ostorhinchus-neotes.html",https://fishbase.mnhn.fr/photos/PicturesSummary.php?resultPage=1&ID=25049&what=species
Ostorhinchus pleuron,Not Available,Rib-bar Cardinalfish,Apogonidae,Native,Not Evaluated ,GBMNB7402-20 - Ostorhinchus pleuron [COI-5P:561], Dorsal spines (total): 8; Dorsal soft rays (total): 9; Anal spines: 2; Anal soft rays: 8; Vertebrae: 24. ,"This species is distinguished by the following: 2 brownish stripes on head and body in life, mid-lateral stripe extending to tip of caudal fin, with variable vertical bars from ventral edge beginning just past the pectoral fin, dorsal stripe from snout to over eye, ending about middle of second dorsal fin, but not past the second dorsal-fin base; roof of mouth and upper gill arches are dark; pectoral fin rays 15, rarely 16; well developed gill rakers17-20, rarely 16 or 21; total gill rakers and rudiments 21-23, rarely 19-20; first dorsal spines 7",Up to 10.4 cm,Solitary or small groups,Indo-Pacific: East Indies to Papua New Guinea and Philippines.,Found over open bottom. Marine; reef-associated; depth range 3 - 91 m,Sold in fish markets as part of trawl catches and utilized as food in the Philippines and India,https://fishbase.mnhn.fr/summary/Ostorhinchus-pleuron.html,https://fishbase.mnhn.fr/photos/PicturesSummary.php?resultPage=1&ID=63447&what=species
Ostorhinchus properuptus,Not Available,Southern orange-lined Cardinalfish,Apogonidae,Native,Least Concern (LC),LIFS044-08 - Ostorhinchus properuptus [COI-5P:518],"A yellow-orange cardinalfish with about 5 narrow silvery to pale grey stripes along the side, the lowermost stripe on the head not extending onto the body.","This species is distinguished by the following: 2 brownish stripes on head and body in life, mid-lateral stripe extending to tip of caudal fin, with variable vertical bars from ventral edge beginning just past the pectoral fin, dorsal stripe from snout to over eye, ending about middle of second dorsal fin, but not past the second dorsal-fin base; roof of mouth and upper gill arches are dark",Up to 6.0 cm,Mouthbrooders. Distinct pairing during courtship and spawning. Usually in small congregations.,"Indo-West Pacific: Papua New Guinea, Australia, Coral Sea and Fiji.","Found in clear coastal and outer reefs, juveniles in harbors, boulder rock. Marine; reef-associated; depth range 1 - 30 m, usually 1 - 14 m. Subtropical.",Not Available,https://fishbase.mnhn.fr/summary/Ostorhinchus-properuptus.html,https://fishbase.mnhn.fr/photos/PicturesSummary.php?resultPage=1&ID=56921&what=species
Ostorhinchus rueppellii,Not Available,Western Gobbleguts,Apogonidae,Native ,Not Evaluated ,GBGCA6256-15 - Ostorhinchus rueppellii [COI-5P:1548],Dorsal spines (total): 8; Dorsal soft rays (total): 9-10; Anal spines: 2; Anal soft rays: 9 - 10; Vertebrae: 24. ,"A pale brownish to greyish cardinalfish with a series of small black spots along the lateral line, a diagonal dusky bar from the eye across the cheek, often a small dark spot on the body at the rear of  the anal and both dorsal fins, a row of spots along the bases of the anal and soft dorsal fins, and yellowish pelvic fins. ",Up to 12.0  cm,Are mouthbrooders. The male is usually responsible for incubating the eggs. Males brood from 50 to 230 fertilised eggs for about two weeks until hatching. Distinct pairing during courtship and spawning. Nocturnal.,"Western Pacific and southeastern Indian Ocean: Western Australia, Northern Territory (Australia) and Papua New Guinea.",Inhabit inshore reefs and estuaries. Groups found in weedy areas. Marine; brackish; reef-associated; depth range 0 - 10 m. Subtropical; 11°S - 35°S,Not Available,"Bray, D.J. 2019, Ostorhinchus rueppellii in Fishes of Australia, accessed 20 Jun 2024, https://fishesofaustralia.net.au/home/species/1604
https://fishbase.mnhn.fr/summary/Ostorhinchus-rueppellii.html",https://fishbase.mnhn.fr/photos/PicturesSummary.php?resultPage=1&ID=14822&what=species
Pristicon rufus,Not Available,Rufus Cardinalfish,Apogonidae,Native,Not Evaluated ,"PHILV045-15 - Pristicon rufus [COI-5P:655]	", Dorsal spines (total): 7; Dorsal soft rays (total): 9; Anal spines: 2; Anal soft rays: 9.,"Color in life light reddish brown, the edges of scales darker than centers. Two faint blackish bars on body, one beneath each dorsal fin. A small blackish spot midposteriorly on caudal peduncle. A thin blackish steak extending posteriorly and slightly downward from lower edge of eye. First dorsal fin light brown with a broad blackish anterior margin and a pale bluish posterior margin. Second dorsal and anal fins light brownish red with a basal band of yellowish dark brown edged with pale bluish. Caudal fin light reddish brown, the upper and lower edges dark brown. Pectoral fins light red. Pelvic fins with clear membranes, the rays orange-yellow, the lateral edge brownish. Iris mainly yellow.",Up to 8.0 cm,"Mouthbrooders. Distinct pairing during courtship and spawning. Solitary, also found in outer reef slopes in 15-80 m","Western Pacific: Indonesia, Papua New Guinea east to Fiji, north to Ryukyu Islands.",Marine; reef-associated; depth range 15 - 80 m,Not Available,https://fishbase.mnhn.fr/summary/Pristicon-rufus.html,https://fishbase.mnhn.fr/photos/PicturesSummary.php?resultPage=1&ID=59480&what=species
Pseudamia amblyuroptera,Not Available,White-jawed Cardinalfish,Apogonidae,Native,Least Concern (LC),GBGCA6229-15 - Pseudamia amblyuroptera [COI-5P:1548],Dorsal spines (total): 7; Dorsal soft rays (total): 8; Anal spines: 2; Anal soft rays: 9 - 10; Vertebrae: 24.,"A slender translucent dark greyish cardinalfish with the rear half of the upper jaw almost white, usually a small dark spot on the side of the maxilla, a pale golden chest and abdomen, brown spots on the head, a golden gill cover with close-set blackish spots forming broad dark stripes. The caudal fin base has a large, round, dark brown spot. ",Up to 8.5 cm,Distinct pairing during courtship and spawning,"Western Pacific: Singapore, Indonesia, Papua New Guinea to the Philippines, east to Palau and Yap islands.","Inhabits shallow mangrove creeks and nearby shallow lagoon reefs and seagrass beds; also taken from isolated pools. Generally found in depths less than 2 m and where water condition is turbid. Marine; brackish; reef-associated; depth range 0 - 30 m, usually 2 - 3 m. Tropical; 19°N - 12°S",Not Available,"Bray, D.J. 2019, Pseudamia amblyuroptera in Fishes of Australia, accessed 20 Jun 2024, https://fishesofaustralia.net.au/home/species/4228
https://fishbase.mnhn.fr/summary/Pseudamia-amblyuroptera.html",https://fishbase.mnhn.fr/photos/PicturesSummary.php?resultPage=2&ID=4361&what=species
Siphamia tubulata,Not Available,Pipe Siphonfish,Apogonidae,Native,Not Evaluated ,FOAH509-08 - Siphamia tubulata [COI-5P:652],"A species with a silvery body, mottled with reddish brown blotches.",Siphamia tubulata (Pipe Siphonfish) is a species of ray-finned fishes in the family cardinalfishes. They have sexual reproduction. ,,"Distinct pairing during courtship and spawning. Solitary, eggs are incubated orally.","Western Pacific: Papua Barat Province (Indonesia), Papua New Guinea and Australia (Queensland).",Adults are found inshore over soft bottom. Marine; benthopelagic; depth range 25 - 30 m ,Not Available,"Bray, D.J. 2017, Siphamia tubulata in Fishes of Australia, accessed 20 Jun 2024, https://fishesofaustralia.net.au/home/species/4235 https://fishbase.mnhn.fr/summary/Siphamia-tubulata.html",https://fishbase.mnhn.fr/photos/PicturesSummary.php?resultPage=1&ID=14897&what=species
Taeniamia biguttata,Not Available,Twinspot Cardinalfish,Apogonidae,Native ,Not Evaluated ,GBGC8788-09 - Taeniamia biguttata [COI-5P:1263],Dorsal spines (total): 7; Dorsal soft rays (total): 9; Anal spines: 2; Anal soft rays: 14 - 19. ,"A greyish pink cardinalfish with many narrow orange bars on the side, a large black spot at the upper edge of the gill cover, a broad dark bar below the eye (sometimes indistinct), and a pupil-sized black spot on the middle of the caudal peduncle.",Up to 11.0 cm,Mouthbrooders. Distinct pairing during courtship and spawning. Found singly or in groups hovering in caves or in association with branched coral. Nocturnal  ,"Western Pacific: Indonesia, north to the Philippines and Taiwan, south to Papua New Guinea and east to Samoa.","Occurs in inshore reefs of bays or lagoons, typically hovering in small groups in the recesses of caves. Marine; reef-associated; depth range 0 - 33 m, usually 0 - 15 m. Tropical; 30°N - 15°S",Not Available,"Bray, D.J. 2017, Taeniamia biguttata in Fishes of Australia, accessed 20 Jun 2024, https://fishesofaustralia.net.au/home/species/5318
https://fishbase.mnhn.fr/summary/Taeniamia-biguttata.html",https://fishbase.mnhn.fr/photos/PicturesSummary.php?resultPage=2&ID=5775&what=species
Taeniamia buruensis,Not Available,Buru Cardinalfish,Apogonidae,Native,Least Concern (LC),GBGCA6267-15 - Taeniamia buruensis [COI-5P:1548],Dorsal spines (total): 8; Dorsal soft rays (total): 9; Anal spines: 2; Anal soft rays: 12 - 14.,Two lateral lines. Posterior and ventral preopercular edges fully serrate or nearly so. Scaly sheath along anal-fin base poorly developed or absent. ,Up to 7.5 cm,Mouthbrooders. Distinct pairing during courtship and spawning.  Forms aggregations.,"Western Pacific: Indonesia, north to Taiwan, south to Papua New Guinea and east to Fiji.","Occurs near river mouths and estuaries, shallow inner reefs and mangroves. Marine; brackish; reef-associated; depth range 0 - 6 m, usually 0 - 3 m. Tropical
",Not Available,https://fishbase.mnhn.fr/summary/Taeniamia-buruensis.html,https://fishbase.mnhn.fr/photos/PicturesSummary.php?resultPage=1&ID=27484&what=species
Zoramia gilberti,Not Available,Gilbert's Cardinalfish,Apogonidae,Native,Least Concern (LC),GBGCA8799-15 - Zoramia gilberti [COI-5P:1548],Dorsal spines (total): 7; Dorsal soft rays (total): 9; Anal spines: 2; Anal soft rays: 9.,"A translucent pale brown cardinalfish with blue spots on the head and anterior part of the body, a silvery bluish belly, and a dusky caudal-fin base with a small black spot. ",Up to 5.5 cm,Mouthbrooders. Distinct pairing during courtship and spawning. Large aggregations.,"Western Pacific: Malaysia, Indonesia, Papua New Guinea to the Phiippines, east to Palau and Yap.",In large aggregations among branching corals in sheltered lagoons and bays. Marine; reef-associated; depth range 2 - 10 m.,Not Available,"Bray, D.J. 2017, Zoramia gilberti in Fishes of Australia, accessed 20 Jun 2024, https://fishesofaustralia.net.au/home/species/4206
https://fishbase.mnhn.fr/summary/Zoramia-gilberti.html",https://fishbase.mnhn.fr/photos/PicturesSummary.php?resultPage=1&ID=5772&what=species
Apogon ceramensis,Not Available,Mangrove Cardinalfish,Apogonidae,Native,Not Evaluated ,Not Available,Dorsal spines (total): 7; Dorsal soft rays (total): 9; Anal spines: 2; Anal soft rays: 8.,This semi-transparent species has a silvery to slight golden sheen colouration; a narrow dark midlateral stripe; black-edged first dorsal fin; and a small black spot at the middle of caudal-fin base. It is similar to Fibramia lateralis but generally smaller and the female has a small black spot behind the eye ,Up to 8.0 cm,"Nocturnal species, Forms aggregations.","Indonesia, Papua New Guinea to Philippines.",Inhabits mangroves and sheltered (often salty and brackish) coastal areas in 0-3 m depth. Marine; reef-associated; depth range 0 - 3 m. Tropical,Not Available,https://fishbase.mnhn.fr/summary/Apogon-ceramensis.html,https://fishbase.mnhn.fr/photos/PicturesSummary.php?resultPage=1&ID=67937&what=species
Cheilodipterus parazonatus,Not Available,Mimic Cardinal ,Apogonidae,Native,Least Concern (LC),Not Available,Dorsal spines (total): 7; Dorsal soft rays (total): 9; Anal spines: 2; Anal soft rays: 8.,"Color in life pale greenish to brownish gray. Top of head and dorsum may be darker. A black midlateral stripe from snout to tail, tapering to a point on proximal third of midcaudal ray. Black stripe accentuated by a striking narrow white stripe along its dorsal and ventral edge. Fins transparent. ",Up to 6.1 cm,"This species ventures into open water and seen in association with and imitating the foraging behavior of Meiacanthus vittatus. Swims with quick darting motion, mimics Meiacanthus vittatus. ","Western Pacific: Indonesia, Papua New Guinea, Great Barrier Reef (Australia) to Solomon Islands.","Inhabits shallow lagoon at about 1 to 15 m, but are occasionally found in deeper water down to 35 m. Marine; reef-associated; depth range 2 - 25 m. Tropical; 5°S - 15°S","Unlike most cardinalfishes, this species swims in open water, mimicing the One-striped fangblenny, Meiacanthus vittatus (a species not found in Australian waters).","Dianne J. Bray, Cheilodipterus parazonatus in Fishes of Australia, accessed 21 Jun 2024, https://fishesofaustralia.net.au/home/species/1637      https://fishbase.mnhn.fr/summary/Cheilodipterus-parazonatus.html",https://www.idigbio.org/portal/mediarecords/08494315-49f2-4473-97a1-18a630c38346
Fowleria flammea,Not Available,Not Available,Apogonidae,Native,Least Concern (LC),Not Available, Dorsal spines (total): 8; Dorsal soft rays (total): 9; Anal spines: 2; Anal soft rays: 8.,Characterized by overall red color; iris yellowish; incomplete lateral line with 4-5 tubed scales; greatest depth of body 2.7-2.8 in SL,Up to 3.1 cm,"Distinct pairing during courtship and spawning. Solitary, eggs are incubated orally. Solitary and cryptic, seldom seen during day ",Western Pacific: eastern Indonesia to Philippines and Papua New Guinea.,Inhabits sheltered lagoon waters with scattered coral outcrops. Marine; reef-associated; depth range 7 - 30 m ,Not Available,https://fishbase.mnhn.fr/summary/Fowleria-flammea.html,https://fishbase.mnhn.fr/photos/PicturesSummary.php?resultPage=2&ID=25073&what=species
Glossamia gjellerupi,Not Available,Gjellerup's mouth almighty,Apogonidae,Native,Least Concern (LC),Not Available,Dorsal spines (total): 7; Dorsal soft rays (total): 9-10; Anal spines: 2; Anal soft rays: 9 - 10,Glossamia gjellerupi (Gjellerup'S Cardinalfish) is a species of ray-finned fishes in the family cardinalfishes. They are associated with freshwater habitat. Individuals can grow to 16.0 cm. They have sexual reproduction.,Up to 16.0 cm,Are Mouthbrooders. Distinct courtship and mating.,"Papua (Indonesia), Papua New Guinea.",Freshwater; demersal. Tropical; 1°S - 7°S ,Not Available,https://fishbase.mnhn.fr/summary/Glossamia-gjellerupi.html  https://api.eol.org/pages/1011816,https://fishbase.mnhn.fr/photos/UploadedBy.php?autoctr=27937&win=uploaded
